r030,txt,rate,cc,exchangedate
208,Данська крона,0.621499,DKK,31.05.2001
233,Крони Естонії,0.296188,EEK,31.05.2001
246,Фінські маpки,0.779438,FIM,31.05.2001
250,Фpанцузський фpанк,0.706499,FRF,31.05.2001
280,Hімецькі маpки,2.369494,DEM,31.05.2001
348,Форинт,0.0182706,HUF,31.05.2001
352,Ісландські крони,0.051861,ISK,31.05.2001
380,Італійські ліpи,0.00239343,ITL,31.05.2001
392,Єна,0.0450942,JPY,31.05.2001
398,Теньге,0.037065,KZT,31.05.2001
428,Лати Латвії,8.501099,LVL,31.05.2001
440,Литовські лити,1.3538,LTL,31.05.2001
498,Молдовський лей,0.417205,MDL,31.05.2001
528,Голандські гульдени,2.102966,NLG,31.05.2001
578,Норвезька крона,0.58603,NOK,31.05.2001
702,Сінгапурський долар,2.992979,SGD,31.05.2001
703,Словацькі крони,0.108074,SKK,31.05.2001
724,Іспанскі пессети,0.0278529,ESP,31.05.2001
752,Шведська крона,0.510389,SEK,31.05.2001
756,Швейцарський франк,3.038505,CHF,31.05.2001
792,Турецькі ліри,4.72e-06,TRL,31.05.2001
795,Манати Туркменії,0.00104138,TMM,31.05.2001
826,Фунт стерлінгів,7.693108,GBP,31.05.2001
840,Долар США,5.4152,USD,31.05.2001
860,Узбецький сум,0.015243,UZS,31.05.2001
960,СПЗ(спец.права запозичення),6.800589,XDR,31.05.2001
974,Бiлоруський рубль,0.00395,BYR,31.05.2001
978,Євро,4.634328,EUR,31.05.2001
985,Злотий,1.352141,PLN,31.05.2001
300,Грецькі драхми,0.0136004,GRD,31.05.2001
372,Ірландські фунти,5.884383,IEP,31.05.2001
620,Португальські ескудо,0.0023116,PTE,31.05.2001
810,Російські рублі,0.18615,RUR,31.05.2001
959,Золото,1481.869,XAU,31.05.2001
961,Срiбло,24.436,XAG,31.05.2001
962,Платина,3346.594,XPT,31.05.2001
964,Паладiй,3574.032,XPD,31.05.2001
31,Азербайджанський манат,0.00117079,AZM,01.06.2001
36,Австралійський долар,2.745164,AUD,01.06.2001
40,Австрійський шилінг,0.333702,ATS,01.06.2001
56,Бельгійський франк,0.1138286,BEF,01.06.2001
124,Канадський долар,3.492952,CAD,01.06.2001
203,Чеська крона,0.134284,CZK,01.06.2001
208,Данська крона,0.615891,DKK,01.06.2001
233,Крони Естонії,0.293472,EEK,01.06.2001
246,Фінські маpки,0.772291,FIM,01.06.2001
250,Фpанцузський фpанк,0.700021,FRF,01.06.2001
280,Hімецькі маpки,2.347768,DEM,01.06.2001
348,Форинт,0.0180959,HUF,01.06.2001
352,Ісландські крони,0.051704,ISK,01.06.2001
380,Італійські ліpи,0.00237148,ITL,01.06.2001
392,Єна,0.0454637,JPY,01.06.2001
398,Теньге,0.037063,KZT,01.06.2001
428,Лати Латвії,8.513994,LVL,01.06.2001
440,Литовські лити,1.353725,LTL,01.06.2001
498,Молдовський лей,0.417842,MDL,01.06.2001
528,Голандські гульдени,2.083684,NLG,01.06.2001
578,Норвезька крона,0.579046,NOK,01.06.2001
702,Сінгапурський долар,2.992203,SGD,01.06.2001
703,Словацькі крони,0.106939,SKK,01.06.2001
724,Іспанскі пессети,0.0275975,ESP,01.06.2001
752,Шведська крона,0.503215,SEK,01.06.2001
756,Швейцарський франк,3.019752,CHF,01.06.2001
792,Турецькі ліри,4.61e-06,TRL,01.06.2001
795,Манати Туркменії,0.00104133,TMM,01.06.2001
826,Фунт стерлінгів,7.687653,GBP,01.06.2001
840,Долар США,5.4149,USD,01.06.2001
860,Узбецький сум,0.015242,UZS,01.06.2001
960,СПЗ(спец.права запозичення),6.791504,XDR,01.06.2001
974,Бiлоруський рубль,0.00396,BYR,01.06.2001
978,Євро,4.591835,EUR,01.06.2001
985,Злотий,1.353326,PLN,01.06.2001
51,Вiрменський драм,0.00987274,AMD,01.06.2001
100,Болгарські леви,0.238408,BGL,01.06.2001
152,Чілійські песо,0.0089338,CLP,01.06.2001
156,Юань Женьмiньбi,0.654239,CNY,01.06.2001
191,Куна,0.636476,HRK,01.06.2001
218,Еквадорський сукре,5.4152,ECS,01.06.2001
255,Долари США по розр. з Індією,4.33216,___,01.06.2001
300,Грецькі драхми,0.0134757,GRD,01.06.2001
344,Гонконгівський долар,0.672792,HKD,01.06.2001
356,Індійська рупія,0.1153029,INR,01.06.2001
364,Іранський ріал,0.0030944,IRR,01.06.2001
368,Іракський динар,17.334187,IQD,01.06.2001
372,Ірландські фунти,5.830428,IEP,01.06.2001
376,Новий ізраїльський шекель,1.309918,ILS,01.06.2001
381,Грузинські ларі,2.635134,GEL,01.06.2001
408,Північнокрейський вон,2.461455,KPW,01.06.2001
410,Вона,0.0039423,KRW,01.06.2001
414,Кувейтські динари,17.576112,KWD,01.06.2001
417,Сом,0.110288,KGS,01.06.2001
422,Ліванський фунт,0.0035762,LBP,01.06.2001
434,Лівійський динар,9.697708,LYD,01.06.2001
470,Мальтійські ліри,11.551167,MTL,01.06.2001
484,Мексіканський песо,0.59462,MXN,01.06.2001
496,Монгольский тугрик,0.00494539,MNT,01.06.2001
554,Новозеландський долар,2.110158,NZD,01.06.2001
586,Пакистанська рупія,0.086713,PKR,01.06.2001
604,Перуанский соль,1.507153,PEN,01.06.2001
620,Португальські ескудо,0.0022904,PTE,01.06.2001
642,новий румунські леї,0.00019048,ROL,01.06.2001
682,Саудівський рiял,1.443899,SAR,01.06.2001
704,Донг,0.00037016,VND,01.06.2001
705,Словенські толари,0.021434,SIT,01.06.2001
760,Сирійский фунт,0.109953,SYP,01.06.2001
810,Російські рублі,0.18582,RUR,01.06.2001
818,Єгипетський фунт,1.402902,EGP,01.06.2001
901,Новий тайванський долар,0.161648,TWD,01.06.2001
952,Франки CFA-BCEAO,0.0070732,XOF,01.06.2001
986,Бразильський реал,2.283931,BRL,01.06.2001
991,Фінансовий ренд ПАР,2.3043,ZAL,01.06.2001
959,Золото,1440.905,XAU,01.06.2001
961,Срiбло,23.961,XAG,01.06.2001
962,Платина,3292.259,XPT,01.06.2001
964,Паладiй,3519.685,XPD,01.06.2001
31,Азербайджанський манат,0.00117075,AZM,02.06.2001
36,Австралійський долар,2.755452,AUD,02.06.2001
40,Австрійський шилінг,0.333611,ATS,02.06.2001
56,Бельгійський франк,0.1137976,BEF,02.06.2001
124,Канадський долар,3.528774,CAD,02.06.2001
203,Чеська крона,0.134807,CZK,02.06.2001
208,Данська крона,0.615657,DKK,02.06.2001
233,Крони Естонії,0.293392,EEK,02.06.2001
246,Фінські маpки,0.772081,FIM,02.06.2001
250,Фpанцузський фpанк,0.69983,FRF,02.06.2001
280,Hімецькі маpки,2.347128,DEM,02.06.2001
348,Форинт,0.0181052,HUF,02.06.2001
352,Ісландські крони,0.052261,ISK,02.06.2001
380,Італійські ліpи,0.00237084,ITL,02.06.2001
392,Єна,0.045623,JPY,02.06.2001
398,Теньге,0.037062,KZT,02.06.2001
428,Лати Латвії,8.513679,LVL,02.06.2001
440,Литовські лити,1.353675,LTL,02.06.2001
498,Молдовський лей,0.418292,MDL,02.06.2001
528,Голандські гульдени,2.083116,NLG,02.06.2001
578,Норвезька крона,0.575117,NOK,02.06.2001
702,Сінгапурський долар,2.992167,SGD,02.06.2001
703,Словацькі крони,0.107012,SKK,02.06.2001
724,Іспанскі пессети,0.02759,ESP,02.06.2001
752,Шведська крона,0.500472,SEK,02.06.2001
756,Швейцарський франк,3.018333,CHF,02.06.2001
792,Турецькі ліри,4.71e-06,TRL,02.06.2001
795,Манати Туркменії,0.00104129,TMM,02.06.2001
826,Фунт стерлінгів,7.679128,GBP,02.06.2001
840,Долар США,5.4147,USD,02.06.2001
860,Узбецький сум,0.015242,UZS,02.06.2001
960,СПЗ(спец.права запозичення),6.792003,XDR,02.06.2001
974,Бiлоруський рубль,0.00395,BYR,02.06.2001
978,Євро,4.590583,EUR,02.06.2001
985,Злотий,1.358924,PLN,02.06.2001
300,Грецькі драхми,0.013472,GRD,02.06.2001
372,Ірландські фунти,5.828838,IEP,02.06.2001
620,Португальські ескудо,0.0022898,PTE,02.06.2001
810,Російські рублі,0.18575,RUR,02.06.2001
959,Золото,1438.415,XAU,02.06.2001
961,Срiбло,23.798,XAG,02.06.2001
962,Платина,3227.161,XPT,02.06.2001
964,Паладiй,3492.482,XPD,02.06.2001
31,Азербайджанський манат,0.00117075,AZM,03.06.2001
36,Австралійський долар,2.755452,AUD,03.06.2001
40,Австрійський шилінг,0.333611,ATS,03.06.2001
56,Бельгійський франк,0.1137976,BEF,03.06.2001
124,Канадський долар,3.528774,CAD,03.06.2001
203,Чеська крона,0.134807,CZK,03.06.2001
208,Данська крона,0.615657,DKK,03.06.2001
233,Крони Естонії,0.293392,EEK,03.06.2001
246,Фінські маpки,0.772081,FIM,03.06.2001
250,Фpанцузський фpанк,0.69983,FRF,03.06.2001
280,Hімецькі маpки,2.347128,DEM,03.06.2001
348,Форинт,0.0181052,HUF,03.06.2001
352,Ісландські крони,0.052261,ISK,03.06.2001
380,Італійські ліpи,0.00237084,ITL,03.06.2001
392,Єна,0.045623,JPY,03.06.2001
398,Теньге,0.037062,KZT,03.06.2001
428,Лати Латвії,8.513679,LVL,03.06.2001
440,Литовські лити,1.353675,LTL,03.06.2001
498,Молдовський лей,0.418292,MDL,03.06.2001
528,Голандські гульдени,2.083116,NLG,03.06.2001
578,Норвезька крона,0.575117,NOK,03.06.2001
702,Сінгапурський долар,2.992167,SGD,03.06.2001
703,Словацькі крони,0.107012,SKK,03.06.2001
724,Іспанскі пессети,0.02759,ESP,03.06.2001
752,Шведська крона,0.500472,SEK,03.06.2001
756,Швейцарський франк,3.018333,CHF,03.06.2001
792,Турецькі ліри,4.71e-06,TRL,03.06.2001
795,Манати Туркменії,0.00104129,TMM,03.06.2001
826,Фунт стерлінгів,7.679128,GBP,03.06.2001
840,Долар США,5.4147,USD,03.06.2001
860,Узбецький сум,0.015242,UZS,03.06.2001
960,СПЗ(спец.права запозичення),6.792003,XDR,03.06.2001
974,Бiлоруський рубль,0.00395,BYR,03.06.2001
978,Євро,4.590583,EUR,03.06.2001
985,Злотий,1.358924,PLN,03.06.2001
300,Грецькі драхми,0.013472,GRD,03.06.2001
372,Ірландські фунти,5.828838,IEP,03.06.2001
620,Португальські ескудо,0.0022898,PTE,03.06.2001
810,Російські рублі,0.18575,RUR,03.06.2001
959,Золото,1438.415,XAU,03.06.2001
961,Срiбло,23.798,XAG,03.06.2001
962,Платина,3227.161,XPT,03.06.2001
964,Паладiй,3492.482,XPD,03.06.2001
31,Азербайджанський манат,0.00117075,AZM,04.06.2001
36,Австралійський долар,2.755452,AUD,04.06.2001
40,Австрійський шилінг,0.333611,ATS,04.06.2001
56,Бельгійський франк,0.1137976,BEF,04.06.2001
124,Канадський долар,3.528774,CAD,04.06.2001
203,Чеська крона,0.134807,CZK,04.06.2001
208,Данська крона,0.615657,DKK,04.06.2001
233,Крони Естонії,0.293392,EEK,04.06.2001
246,Фінські маpки,0.772081,FIM,04.06.2001
250,Фpанцузський фpанк,0.69983,FRF,04.06.2001
280,Hімецькі маpки,2.347128,DEM,04.06.2001
348,Форинт,0.0181052,HUF,04.06.2001
352,Ісландські крони,0.052261,ISK,04.06.2001
380,Італійські ліpи,0.00237084,ITL,04.06.2001
392,Єна,0.045623,JPY,04.06.2001
398,Теньге,0.037062,KZT,04.06.2001
428,Лати Латвії,8.513679,LVL,04.06.2001
440,Литовські лити,1.353675,LTL,04.06.2001
498,Молдовський лей,0.418292,MDL,04.06.2001
528,Голандські гульдени,2.083116,NLG,04.06.2001
578,Норвезька крона,0.575117,NOK,04.06.2001
702,Сінгапурський долар,2.992167,SGD,04.06.2001
703,Словацькі крони,0.107012,SKK,04.06.2001
724,Іспанскі пессети,0.02759,ESP,04.06.2001
752,Шведська крона,0.500472,SEK,04.06.2001
756,Швейцарський франк,3.018333,CHF,04.06.2001
792,Турецькі ліри,4.71e-06,TRL,04.06.2001
795,Манати Туркменії,0.00104129,TMM,04.06.2001
826,Фунт стерлінгів,7.679128,GBP,04.06.2001
840,Долар США,5.4147,USD,04.06.2001
860,Узбецький сум,0.015242,UZS,04.06.2001
960,СПЗ(спец.права запозичення),6.792003,XDR,04.06.2001
974,Бiлоруський рубль,0.00395,BYR,04.06.2001
978,Євро,4.590583,EUR,04.06.2001
985,Злотий,1.358924,PLN,04.06.2001
300,Грецькі драхми,0.013472,GRD,04.06.2001
372,Ірландські фунти,5.828838,IEP,04.06.2001
620,Португальські ескудо,0.0022898,PTE,04.06.2001
810,Російські рублі,0.18575,RUR,04.06.2001
959,Золото,1438.415,XAU,04.06.2001
961,Срiбло,23.798,XAG,04.06.2001
962,Платина,3227.161,XPT,04.06.2001
964,Паладiй,3492.482,XPD,04.06.2001
31,Азербайджанський манат,0.00117075,AZM,05.06.2001
36,Австралійський долар,2.755452,AUD,05.06.2001
40,Австрійський шилінг,0.333611,ATS,05.06.2001
56,Бельгійський франк,0.1137976,BEF,05.06.2001
124,Канадський долар,3.528774,CAD,05.06.2001
203,Чеська крона,0.134807,CZK,05.06.2001
208,Данська крона,0.615657,DKK,05.06.2001
233,Крони Естонії,0.293392,EEK,05.06.2001
246,Фінські маpки,0.772081,FIM,05.06.2001
250,Фpанцузський фpанк,0.69983,FRF,05.06.2001
280,Hімецькі маpки,2.347128,DEM,05.06.2001
348,Форинт,0.0181052,HUF,05.06.2001
352,Ісландські крони,0.052261,ISK,05.06.2001
380,Італійські ліpи,0.00237084,ITL,05.06.2001
392,Єна,0.045623,JPY,05.06.2001
398,Теньге,0.037062,KZT,05.06.2001
428,Лати Латвії,8.513679,LVL,05.06.2001
440,Литовські лити,1.353675,LTL,05.06.2001
