r030,txt,rate,cc,exchangedate
860,Узбецький сум,0.015385,UZS,18.05.2001
960,СПЗ(спец.права запозичення),6.843199,XDR,18.05.2001
974,Бiлоруський рубль,0.00398,BYR,18.05.2001
978,Євро,4.770942,EUR,18.05.2001
985,Злотий,1.362076,PLN,18.05.2001
300,Грецькі драхми,0.0140013,GRD,18.05.2001
372,Ірландські фунти,6.057847,IEP,18.05.2001
620,Португальські ескудо,0.0023797,PTE,18.05.2001
810,Російські рублі,0.18618,RUR,18.05.2001
959,Золото,1470.793,XAU,18.05.2001
961,Срiбло,23.922,XAG,18.05.2001
962,Платина,3301.503,XPT,18.05.2001
964,Паладiй,3453.047,XPD,18.05.2001
31,Азербайджанський манат,0.00117021,AZM,19.05.2001
36,Австралійський долар,2.8467,AUD,19.05.2001
40,Австрійський шилінг,0.345217,ATS,19.05.2001
56,Бельгійський франк,0.1177566,BEF,19.05.2001
124,Канадський долар,3.522385,CAD,19.05.2001
203,Чеська крона,0.138275,CZK,19.05.2001
208,Данська крона,0.636691,DKK,19.05.2001
233,Крони Естонії,0.303599,EEK,19.05.2001
246,Фінські маpки,0.798941,FIM,19.05.2001
250,Фpанцузський фpанк,0.724177,FRF,19.05.2001
280,Hімецькі маpки,2.428784,DEM,19.05.2001
348,Форинт,0.0184155,HUF,19.05.2001
352,Ісландські крони,0.053767,ISK,19.05.2001
380,Італійські ліpи,0.00245332,ITL,19.05.2001
392,Єна,0.0438421,JPY,19.05.2001
398,Теньге,0.03707,KZT,19.05.2001
428,Лати Латвії,8.563608,LVL,19.05.2001
440,Литовські лити,1.35305,LTL,19.05.2001
498,Молдовський лей,0.413495,MDL,19.05.2001
528,Голандські гульдени,2.155587,NLG,19.05.2001
578,Норвезька крона,0.596732,NOK,19.05.2001
702,Сінгапурський долар,2.990235,SGD,19.05.2001
703,Словацькі крони,0.109762,SKK,19.05.2001
724,Іспанскі пессети,0.0285498,ESP,19.05.2001
752,Шведська крона,0.527107,SEK,19.05.2001
756,Швейцарський франк,3.096466,CHF,19.05.2001
792,Турецькі ліри,4.86e-06,TRL,19.05.2001
795,Манати Туркменії,0.00104081,TMM,19.05.2001
826,Фунт стерлінгів,7.740407,GBP,19.05.2001
840,Долар США,5.4122,USD,19.05.2001
860,Узбецький сум,0.015385,UZS,19.05.2001
960,СПЗ(спец.права запозичення),6.827526,XDR,19.05.2001
974,Бiлоруський рубль,0.00398,BYR,19.05.2001
978,Євро,4.750288,EUR,19.05.2001
985,Злотий,1.363184,PLN,19.05.2001
300,Грецькі драхми,0.0139407,GRD,19.05.2001
372,Ірландські фунти,6.031621,IEP,19.05.2001
620,Португальські ескудо,0.0023694,PTE,19.05.2001
810,Російські рублі,0.18605,RUR,19.05.2001
959,Золото,1472.66,XAU,19.05.2001
961,Срiбло,24.084,XAG,19.05.2001
962,Платина,3317.679,XPT,19.05.2001
964,Паладiй,3517.93,XPD,19.05.2001
31,Азербайджанський манат,0.00117021,AZM,20.05.2001
36,Австралійський долар,2.8467,AUD,20.05.2001
40,Австрійський шилінг,0.345217,ATS,20.05.2001
56,Бельгійський франк,0.1177566,BEF,20.05.2001
124,Канадський долар,3.522385,CAD,20.05.2001
203,Чеська крона,0.138275,CZK,20.05.2001
208,Данська крона,0.636691,DKK,20.05.2001
233,Крони Естонії,0.303599,EEK,20.05.2001
246,Фінські маpки,0.798941,FIM,20.05.2001
250,Фpанцузський фpанк,0.724177,FRF,20.05.2001
280,Hімецькі маpки,2.428784,DEM,20.05.2001
348,Форинт,0.0184155,HUF,20.05.2001
352,Ісландські крони,0.053767,ISK,20.05.2001
380,Італійські ліpи,0.00245332,ITL,20.05.2001
392,Єна,0.0438421,JPY,20.05.2001
398,Теньге,0.03707,KZT,20.05.2001
428,Лати Латвії,8.563608,LVL,20.05.2001
440,Литовські лити,1.35305,LTL,20.05.2001
498,Молдовський лей,0.413495,MDL,20.05.2001
528,Голандські гульдени,2.155587,NLG,20.05.2001
578,Норвезька крона,0.596732,NOK,20.05.2001
702,Сінгапурський долар,2.990235,SGD,20.05.2001
703,Словацькі крони,0.109762,SKK,20.05.2001
724,Іспанскі пессети,0.0285498,ESP,20.05.2001
752,Шведська крона,0.527107,SEK,20.05.2001
756,Швейцарський франк,3.096466,CHF,20.05.2001
792,Турецькі ліри,4.86e-06,TRL,20.05.2001
795,Манати Туркменії,0.00104081,TMM,20.05.2001
826,Фунт стерлінгів,7.740407,GBP,20.05.2001
840,Долар США,5.4122,USD,20.05.2001
860,Узбецький сум,0.015385,UZS,20.05.2001
960,СПЗ(спец.права запозичення),6.827526,XDR,20.05.2001
974,Бiлоруський рубль,0.00398,BYR,20.05.2001
978,Євро,4.750288,EUR,20.05.2001
985,Злотий,1.363184,PLN,20.05.2001
300,Грецькі драхми,0.0139407,GRD,20.05.2001
372,Ірландські фунти,6.031621,IEP,20.05.2001
620,Португальські ескудо,0.0023694,PTE,20.05.2001
810,Російські рублі,0.18605,RUR,20.05.2001
959,Золото,1472.66,XAU,20.05.2001
961,Срiбло,24.084,XAG,20.05.2001
962,Платина,3317.679,XPT,20.05.2001
964,Паладiй,3517.93,XPD,20.05.2001
31,Азербайджанський манат,0.00117021,AZM,21.05.2001
36,Австралійський долар,2.8467,AUD,21.05.2001
40,Австрійський шилінг,0.345217,ATS,21.05.2001
56,Бельгійський франк,0.1177566,BEF,21.05.2001
124,Канадський долар,3.522385,CAD,21.05.2001
203,Чеська крона,0.138275,CZK,21.05.2001
208,Данська крона,0.636691,DKK,21.05.2001
233,Крони Естонії,0.303599,EEK,21.05.2001
246,Фінські маpки,0.798941,FIM,21.05.2001
250,Фpанцузський фpанк,0.724177,FRF,21.05.2001
280,Hімецькі маpки,2.428784,DEM,21.05.2001
348,Форинт,0.0184155,HUF,21.05.2001
352,Ісландські крони,0.053767,ISK,21.05.2001
380,Італійські ліpи,0.00245332,ITL,21.05.2001
392,Єна,0.0438421,JPY,21.05.2001
398,Теньге,0.03707,KZT,21.05.2001
428,Лати Латвії,8.563608,LVL,21.05.2001
440,Литовські лити,1.35305,LTL,21.05.2001
498,Молдовський лей,0.413495,MDL,21.05.2001
528,Голандські гульдени,2.155587,NLG,21.05.2001
578,Норвезька крона,0.596732,NOK,21.05.2001
702,Сінгапурський долар,2.990235,SGD,21.05.2001
703,Словацькі крони,0.109762,SKK,21.05.2001
724,Іспанскі пессети,0.0285498,ESP,21.05.2001
752,Шведська крона,0.527107,SEK,21.05.2001
756,Швейцарський франк,3.096466,CHF,21.05.2001
792,Турецькі ліри,4.86e-06,TRL,21.05.2001
795,Манати Туркменії,0.00104081,TMM,21.05.2001
826,Фунт стерлінгів,7.740407,GBP,21.05.2001
840,Долар США,5.4122,USD,21.05.2001
860,Узбецький сум,0.015385,UZS,21.05.2001
960,СПЗ(спец.права запозичення),6.827526,XDR,21.05.2001
974,Бiлоруський рубль,0.00398,BYR,21.05.2001
978,Євро,4.750288,EUR,21.05.2001
985,Злотий,1.363184,PLN,21.05.2001
300,Грецькі драхми,0.0139407,GRD,21.05.2001
372,Ірландські фунти,6.031621,IEP,21.05.2001
620,Португальські ескудо,0.0023694,PTE,21.05.2001
810,Російські рублі,0.18605,RUR,21.05.2001
959,Золото,1472.66,XAU,21.05.2001
961,Срiбло,24.084,XAG,21.05.2001
962,Платина,3317.679,XPT,21.05.2001
964,Паладiй,3517.93,XPD,21.05.2001
31,Азербайджанський манат,0.00117023,AZM,22.05.2001
36,Австралійський долар,2.858478,AUD,22.05.2001
40,Австрійський шилінг,0.344319,ATS,22.05.2001
56,Бельгійський франк,0.1174502,BEF,22.05.2001
124,Канадський долар,3.527343,CAD,22.05.2001
203,Чеська крона,0.138023,CZK,22.05.2001
208,Данська крона,0.635043,DKK,22.05.2001
233,Крони Естонії,0.302809,EEK,22.05.2001
246,Фінські маpки,0.796862,FIM,22.05.2001
250,Фpанцузський фpанк,0.722292,FRF,22.05.2001
280,Hімецькі маpки,2.422464,DEM,22.05.2001
348,Форинт,0.0183271,HUF,22.05.2001
352,Ісландські крони,0.053901,ISK,22.05.2001
380,Італійські ліpи,0.00244694,ITL,22.05.2001
392,Єна,0.0439552,JPY,22.05.2001
398,Теньге,0.037045,KZT,22.05.2001
428,Лати Латвії,8.550237,LVL,22.05.2001
440,Литовські лити,1.353075,LTL,22.05.2001
498,Молдовський лей,0.413172,MDL,22.05.2001
528,Голандські гульдени,2.149978,NLG,22.05.2001
578,Норвезька крона,0.597393,NOK,22.05.2001
702,Сінгапурський долар,2.988098,SGD,22.05.2001
703,Словацькі крони,0.109601,SKK,22.05.2001
724,Іспанскі пессети,0.0284755,ESP,22.05.2001
752,Шведська крона,0.527609,SEK,22.05.2001
756,Швейцарський франк,3.09345,CHF,22.05.2001
792,Турецькі ліри,4.85e-06,TRL,22.05.2001
795,Манати Туркменії,0.00104083,TMM,22.05.2001
826,Фунт стерлінгів,7.779848,GBP,22.05.2001
840,Долар США,5.4123,USD,22.05.2001
860,Узбецький сум,0.015301,UZS,22.05.2001
960,СПЗ(спец.права запозичення),6.826308,XDR,22.05.2001
974,Бiлоруський рубль,0.00397,BYR,22.05.2001
978,Євро,4.737927,EUR,22.05.2001
985,Злотий,1.355824,PLN,22.05.2001
300,Грецькі драхми,0.0139044,GRD,22.05.2001
372,Ірландські фунти,6.015927,IEP,22.05.2001
620,Португальські ескудо,0.0023633,PTE,22.05.2001
810,Російські рублі,0.18605,RUR,22.05.2001
959,Золото,1560.637,XAU,22.05.2001
961,Срiбло,24.815,XAG,22.05.2001
962,Платина,3333.977,XPT,22.05.2001
964,Паладiй,3545.057,XPD,22.05.2001
31,Азербайджанський манат,0.00117018,AZM,23.05.2001
36,Австралійський долар,2.832766,AUD,23.05.2001
40,Австрійський шилінг,0.341592,ATS,23.05.2001
56,Бельгійський франк,0.1165201,BEF,23.05.2001
124,Канадський долар,3.518007,CAD,23.05.2001
203,Чеська крона,0.137202,CZK,23.05.2001
208,Данська крона,0.630149,DKK,23.05.2001
233,Крони Естонії,0.300411,EEK,23.05.2001
246,Фінські маpки,0.790552,FIM,23.05.2001
250,Фpанцузський фpанк,0.716573,FRF,23.05.2001
280,Hімецькі маpки,2.403281,DEM,23.05.2001
348,Форинт,0.0181883,HUF,23.05.2001
352,Ісландські крони,0.053725,ISK,23.05.2001
380,Італійські ліpи,0.00242756,ITL,23.05.2001
392,Єна,0.0439455,JPY,23.05.2001
398,Теньге,0.037044,KZT,23.05.2001
428,Лати Латвії,8.563449,LVL,23.05.2001
440,Литовські лити,1.353025,LTL,23.05.2001
498,Молдовський лей,0.413156,MDL,23.05.2001
528,Голандські гульдени,2.132953,NLG,23.05.2001
578,Норвезька крона,0.592625,NOK,23.05.2001
702,Сінгапурський долар,2.987611,SGD,23.05.2001
703,Словацькі крони,0.108642,SKK,23.05.2001
724,Іспанскі пессети,0.02825,ESP,23.05.2001
752,Шведська крона,0.523868,SEK,23.05.2001
756,Швейцарський франк,3.068753,CHF,23.05.2001
792,Турецькі ліри,4.88e-06,TRL,23.05.2001
795,Манати Туркменії,0.00104079,TMM,23.05.2001
826,Фунт стерлінгів,7.744948,GBP,23.05.2001
840,Долар США,5.4121,USD,23.05.2001
860,Узбецький сум,0.015301,UZS,23.05.2001
960,СПЗ(спец.права запозичення),6.816702,XDR,23.05.2001
974,Бiлоруський рубль,0.00397,BYR,23.05.2001
978,Євро,4.700409,EUR,23.05.2001
985,Злотий,1.355561,PLN,23.05.2001
300,Грецькі драхми,0.0137943,GRD,23.05.2001
372,Ірландські фунти,5.968288,IEP,23.05.2001
620,Португальські ескудо,0.0023446,PTE,23.05.2001
810,Російські рублі,0.18611,RUR,23.05.2001
959,Золото,1530.271,XAU,23.05.2001
961,Срiбло,24.436,XAG,23.05.2001
962,Платина,3323.029,XPT,23.05.2001
964,Паладiй,3544.926,XPD,23.05.2001
31,Азербайджанський манат,0.00117018,AZM,24.05.2001
36,Австралійський долар,2.80319,AUD,24.05.2001
40,Австрійський шилінг,0.337659,ATS,24.05.2001
56,Бельгійський франк,0.1151785,BEF,24.05.2001
124,Канадський долар,3.501611,CAD,24.05.2001
203,Чеська крона,0.135725,CZK,24.05.2001
208,Данська крона,0.622885,DKK,24.05.2001
233,Крони Естонії,0.296952,EEK,24.05.2001
246,Фінські маpки,0.78145,FIM,24.05.2001
250,Фpанцузський фpанк,0.708322,FRF,24.05.2001
280,Hімецькі маpки,2.375609,DEM,24.05.2001
348,Форинт,0.0180642,HUF,24.05.2001
352,Ісландські крони,0.053424,ISK,24.05.2001
380,Італійські ліpи,0.00239961,ITL,24.05.2001
392,Єна,0.0446715,JPY,24.05.2001
398,Теньге,0.037044,KZT,24.05.2001
428,Лати Латвії,8.536435,LVL,24.05.2001
440,Литовські лити,1.353025,LTL,24.05.2001
498,Молдовський лей,0.41333,MDL,24.05.2001
528,Голандські гульдени,2.108394,NLG,24.05.2001
578,Норвезька крона,0.58488,NOK,24.05.2001
702,Сінгапурський долар,2.997992,SGD,24.05.2001
703,Словацькі крони,0.107777,SKK,24.05.2001
724,Іспанскі пессети,0.0279248,ESP,24.05.2001
752,Шведська крона,0.513317,SEK,24.05.2001
756,Швейцарський франк,3.042955,CHF,24.05.2001
792,Турецькі ліри,4.86e-06,TRL,24.05.2001
795,Манати Туркменії,0.00104079,TMM,24.05.2001
826,Фунт стерлінгів,7.696352,GBP,24.05.2001
840,Долар США,5.4121,USD,24.05.2001
860,Узбецький сум,0.015301,UZS,24.05.2001
960,СПЗ(спец.права запозичення),6.798352,XDR,24.05.2001
974,Бiлоруський рубль,0.00397,BYR,24.05.2001
978,Євро,4.646288,EUR,24.05.2001
985,Злотий,1.353813,PLN,24.05.2001
300,Грецькі драхми,0.0136355,GRD,24.05.2001
372,Ірландські фунти,5.899569,IEP,24.05.2001
620,Португальські ескудо,0.0023176,PTE,24.05.2001
810,Російські рублі,0.18617,RUR,24.05.2001
959,Золото,1536.225,XAU,24.05.2001
961,Срiбло,24.463,XAG,24.05.2001
962,Платина,3312.205,XPT,24.05.2001
964,Паладiй,3463.744,XPD,24.05.2001
31,Азербайджанський манат,0.00117008,AZM,25.05.2001
36,Австралійський долар,2.785939,AUD,25.05.2001
40,Австрійський шилінг,0.338375,ATS,25.05.2001
56,Бельгійський франк,0.1154227,BEF,25.05.2001
124,Канадський долар,3.489053,CAD,25.05.2001
203,Чеська крона,0.135862,CZK,25.05.2001
208,Данська крона,0.624281,DKK,25.05.2001
233,Крони Естонії,0.297582,EEK,25.05.2001
246,Фінські маpки,0.783107,FIM,25.05.2001
250,Фpанцузський фpанк,0.709824,FRF,25.05.2001
280,Hімецькі маpки,2.380647,DEM,25.05.2001
348,Форинт,0.0181342,HUF,25.05.2001
352,Ісландські крони,0.053556,ISK,25.05.2001
380,Італійські ліpи,0.0024047,ITL,25.05.2001
392,Єна,0.0451395,JPY,25.05.2001
398,Теньге,0.03704,KZT,25.05.2001
428,Лати Латвії,8.522205,LVL,25.05.2001
440,Литовські лити,1.3529,LTL,25.05.2001
498,Молдовський лей,0.413431,MDL,25.05.2001
528,Голандські гульдени,2.112865,NLG,25.05.2001
578,Норвезька крона,0.58697,NOK,25.05.2001
702,Сінгапурський долар,3.000864,SGD,25.05.2001
703,Словацькі крони,0.108434,SKK,25.05.2001
724,Іспанскі пессети,0.027984,ESP,25.05.2001
752,Шведська крона,0.51623,SEK,25.05.2001
756,Швейцарський франк,3.049408,CHF,25.05.2001
792,Турецькі ліри,4.85e-06,TRL,25.05.2001
795,Манати Туркменії,0.00104069,TMM,25.05.2001
826,Фунт стерлінгів,7.661907,GBP,25.05.2001
840,Долар США,5.4116,USD,25.05.2001
860,Узбецький сум,0.015299,UZS,25.05.2001
960,СПЗ(спец.права запозичення),6.807823,XDR,25.05.2001
974,Бiлоруський рубль,0.00396,BYR,25.05.2001
978,Євро,4.656141,EUR,25.05.2001
985,Злотий,1.353844,PLN,25.05.2001
300,Грецькі драхми,0.0136644,GRD,25.05.2001
372,Ірландські фунти,5.912079,IEP,25.05.2001
620,Португальські ескудо,0.0023225,PTE,25.05.2001
810,Російські рублі,0.18609,RUR,25.05.2001
959,Золото,1536.894,XAU,25.05.2001
961,Срiбло,25.029,XAG,25.05.2001
962,Платина,3317.311,XPT,25.05.2001
964,Паладiй,3490.482,XPD,25.05.2001
31,Азербайджанський манат,0.00117027,AZM,26.05.2001
36,Австралійський долар,2.820673,AUD,26.05.2001
40,Австрійський шилінг,0.33792,ATS,26.05.2001
56,Бельгійський франк,0.1152675,BEF,26.05.2001
124,Канадський долар,3.511993,CAD,26.05.2001
203,Чеська крона,0.135612,CZK,26.05.2001
208,Данська крона,0.623375,DKK,26.05.2001
233,Крони Естонії,0.297181,EEK,26.05.2001
246,Фінські маpки,0.782053,FIM,26.05.2001
250,Фpанцузський фpанк,0.708869,FRF,26.05.2001
280,Hімецькі маpки,2.377445,DEM,26.05.2001
348,Форинт,0.0182098,HUF,26.05.2001
352,Ісландські крони,0.053349,ISK,26.05.2001
380,Італійські ліpи,0.00240146,ITL,26.05.2001
392,Єна,0.044909,JPY,26.05.2001
398,Теньге,0.037047,KZT,26.05.2001
428,Лати Латвії,8.49686,LVL,26.05.2001
440,Литовські лити,1.353125,LTL,26.05.2001
498,Молдовський лей,0.414745,MDL,26.05.2001
528,Голандські гульдени,2.110023,NLG,26.05.2001
578,Норвезька крона,0.588518,NOK,26.05.2001
702,Сінгапурський долар,2.991238,SGD,26.05.2001
703,Словацькі крони,0.108604,SKK,26.05.2001
724,Іспанскі пессети,0.0279463,ESP,26.05.2001
752,Шведська крона,0.513657,SEK,26.05.2001
756,Швейцарський франк,3.044708,CHF,26.05.2001
792,Турецькі ліри,4.88e-06,TRL,26.05.2001
795,Манати Туркменії,0.00104087,TMM,26.05.2001
826,Фунт стерлінгів,7.692107,GBP,26.05.2001
840,Долар США,5.4125,USD,26.05.2001
860,Узбецький сум,0.015302,UZS,26.05.2001
960,СПЗ(спец.права запозичення),6.797582,XDR,26.05.2001
974,Бiлоруський рубль,0.00397,BYR,26.05.2001
978,Євро,4.649879,EUR,26.05.2001
985,Злотий,1.354662,PLN,26.05.2001
300,Грецькі драхми,0.013646,GRD,26.05.2001
372,Ірландські фунти,5.904128,IEP,26.05.2001
620,Португальські ескудо,0.0023193,PTE,26.05.2001
810,Російські рублі,0.18619,RUR,26.05.2001
959,Золото,1519.018,XAU,26.05.2001
961,Срiбло,24.722,XAG,26.05.2001
962,Платина,3334.1,XPT,26.05.2001
964,Паладiй,3518.125,XPD,26.05.2001
31,Азербайджанський манат,0.00117027,AZM,27.05.2001
36,Австралійський долар,2.820673,AUD,27.05.2001
40,Австрійський шилінг,0.33792,ATS,27.05.2001
56,Бельгійський франк,0.1152675,BEF,27.05.2001
124,Канадський долар,3.511993,CAD,27.05.2001
203,Чеська крона,0.135612,CZK,27.05.2001
208,Данська крона,0.623375,DKK,27.05.2001
233,Крони Естонії,0.297181,EEK,27.05.2001
246,Фінські маpки,0.782053,FIM,27.05.2001
250,Фpанцузський фpанк,0.708869,FRF,27.05.2001
280,Hімецькі маpки,2.377445,DEM,27.05.2001
348,Форинт,0.0182098,HUF,27.05.2001
352,Ісландські крони,0.053349,ISK,27.05.2001
380,Італійські ліpи,0.00240146,ITL,27.05.2001
392,Єна,0.044909,JPY,27.05.2001
398,Теньге,0.037047,KZT,27.05.2001
428,Лати Латвії,8.49686,LVL,27.05.2001
440,Литовські лити,1.353125,LTL,27.05.2001
498,Молдовський лей,0.414745,MDL,27.05.2001
528,Голандські гульдени,2.110023,NLG,27.05.2001
578,Норвезька крона,0.588518,NOK,27.05.2001
702,Сінгапурський долар,2.991238,SGD,27.05.2001
703,Словацькі крони,0.108604,SKK,27.05.2001
724,Іспанскі пессети,0.0279463,ESP,27.05.2001
752,Шведська крона,0.513657,SEK,27.05.2001
756,Швейцарський франк,3.044708,CHF,27.05.2001
792,Турецькі ліри,4.88e-06,TRL,27.05.2001
795,Манати Туркменії,0.00104087,TMM,27.05.2001
826,Фунт стерлінгів,7.692107,GBP,27.05.2001
840,Долар США,5.4125,USD,27.05.2001
860,Узбецький сум,0.015302,UZS,27.05.2001
960,СПЗ(спец.права запозичення),6.797582,XDR,27.05.2001
974,Бiлоруський рубль,0.00397,BYR,27.05.2001
978,Євро,4.649879,EUR,27.05.2001
985,Злотий,1.354662,PLN,27.05.2001
300,Грецькі драхми,0.013646,GRD,27.05.2001
372,Ірландські фунти,5.904128,IEP,27.05.2001
620,Португальські ескудо,0.0023193,PTE,27.05.2001
810,Російські рублі,0.18619,RUR,27.05.2001
959,Золото,1519.018,XAU,27.05.2001
961,Срiбло,24.722,XAG,27.05.2001
962,Платина,3334.1,XPT,27.05.2001
964,Паладiй,3518.125,XPD,27.05.2001
31,Азербайджанський манат,0.00117027,AZM,28.05.2001
36,Австралійський долар,2.820673,AUD,28.05.2001
40,Австрійський шилінг,0.33792,ATS,28.05.2001
56,Бельгійський франк,0.1152675,BEF,28.05.2001
124,Канадський долар,3.511993,CAD,28.05.2001
203,Чеська крона,0.135612,CZK,28.05.2001
208,Данська крона,0.623375,DKK,28.05.2001
233,Крони Естонії,0.297181,EEK,28.05.2001
246,Фінські маpки,0.782053,FIM,28.05.2001
250,Фpанцузський фpанк,0.708869,FRF,28.05.2001
280,Hімецькі маpки,2.377445,DEM,28.05.2001
348,Форинт,0.0182098,HUF,28.05.2001
352,Ісландські крони,0.053349,ISK,28.05.2001
380,Італійські ліpи,0.00240146,ITL,28.05.2001
392,Єна,0.044909,JPY,28.05.2001
398,Теньге,0.037047,KZT,28.05.2001
428,Лати Латвії,8.49686,LVL,28.05.2001
440,Литовські лити,1.353125,LTL,28.05.2001
498,Молдовський лей,0.414745,MDL,28.05.2001
528,Голандські гульдени,2.110023,NLG,28.05.2001
578,Норвезька крона,0.588518,NOK,28.05.2001
702,Сінгапурський долар,2.991238,SGD,28.05.2001
703,Словацькі крони,0.108604,SKK,28.05.2001
724,Іспанскі пессети,0.0279463,ESP,28.05.2001
752,Шведська крона,0.513657,SEK,28.05.2001
756,Швейцарський франк,3.044708,CHF,28.05.2001
792,Турецькі ліри,4.88e-06,TRL,28.05.2001
795,Манати Туркменії,0.00104087,TMM,28.05.2001
826,Фунт стерлінгів,7.692107,GBP,28.05.2001
840,Долар США,5.4125,USD,28.05.2001
860,Узбецький сум,0.015302,UZS,28.05.2001
960,СПЗ(спец.права запозичення),6.797582,XDR,28.05.2001
974,Бiлоруський рубль,0.00397,BYR,28.05.2001
978,Євро,4.649879,EUR,28.05.2001
985,Злотий,1.354662,PLN,28.05.2001
300,Грецькі драхми,0.013646,GRD,28.05.2001
372,Ірландські фунти,5.904128,IEP,28.05.2001
620,Португальські ескудо,0.0023193,PTE,28.05.2001
810,Російські рублі,0.18619,RUR,28.05.2001
959,Золото,1519.018,XAU,28.05.2001
961,Срiбло,24.722,XAG,28.05.2001
962,Платина,3334.1,XPT,28.05.2001
964,Паладiй,3518.125,XPD,28.05.2001
31,Азербайджанський манат,0.00117027,AZM,29.05.2001
36,Австралійський долар,2.814959,AUD,29.05.2001
40,Австрійський шилінг,0.337645,ATS,29.05.2001
56,Бельгійський франк,0.1151736,BEF,29.05.2001
124,Канадський долар,3.505689,CAD,29.05.2001
203,Чеська крона,0.135383,CZK,29.05.2001
208,Данська крона,0.622951,DKK,29.05.2001
233,Крони Естонії,0.296939,EEK,29.05.2001
246,Фінські маpки,0.781416,FIM,29.05.2001
250,Фpанцузський фpанк,0.708292,FRF,29.05.2001
280,Hімецькі маpки,2.375508,DEM,29.05.2001
348,Форинт,0.018195,HUF,29.05.2001
352,Ісландські крони,0.053373,ISK,29.05.2001
380,Італійські ліpи,0.00239951,ITL,29.05.2001
392,Єна,0.0446825,JPY,29.05.2001
398,Теньге,0.037047,KZT,29.05.2001
428,Лати Латвії,8.49686,LVL,29.05.2001
440,Литовські лити,1.353125,LTL,29.05.2001
498,Молдовський лей,0.415786,MDL,29.05.2001
528,Голандські гульдени,2.108304,NLG,29.05.2001
578,Норвезька крона,0.587258,NOK,29.05.2001
702,Сінгапурський долар,2.987071,SGD,29.05.2001
703,Словацькі крони,0.108394,SKK,29.05.2001
724,Іспанскі пессети,0.0279236,ESP,29.05.2001
752,Шведська крона,0.512842,SEK,29.05.2001
756,Швейцарський франк,3.042228,CHF,29.05.2001
792,Турецькі ліри,4.85e-06,TRL,29.05.2001
795,Манати Туркменії,0.00104087,TMM,29.05.2001
826,Фунт стерлінгів,7.682027,GBP,29.05.2001
840,Долар США,5.4125,USD,29.05.2001
860,Узбецький сум,0.015235,UZS,29.05.2001
960,СПЗ(спец.права запозичення),6.797582,XDR,29.05.2001
974,Бiлоруський рубль,0.00396,BYR,29.05.2001
978,Євро,4.64609,EUR,29.05.2001
985,Злотий,1.34564,PLN,29.05.2001
300,Грецькі драхми,0.0136349,GRD,29.05.2001
372,Ірландські фунти,5.899317,IEP,29.05.2001
620,Португальські ескудо,0.0023175,PTE,29.05.2001
810,Російські рублі,0.18619,RUR,29.05.2001
959,Золото,1519.018,XAU,29.05.2001
961,Срiбло,24.722,XAG,29.05.2001
962,Платина,3334.1,XPT,29.05.2001
964,Паладiй,3518.125,XPD,29.05.2001
31,Азербайджанський манат,0.00117098,AZM,30.05.2001
36,Австралійський долар,2.788772,AUD,30.05.2001
40,Австрійський шилінг,0.336591,ATS,30.05.2001
56,Бельгійський франк,0.1148142,BEF,30.05.2001
124,Канадський долар,3.517576,CAD,30.05.2001
203,Чеська крона,0.135351,CZK,30.05.2001
208,Данська крона,0.621065,DKK,30.05.2001
233,Крони Естонії,0.296013,EEK,30.05.2001
246,Фінські маpки,0.778978,FIM,30.05.2001
250,Фpанцузський фpанк,0.706082,FRF,30.05.2001
280,Hімецькі маpки,2.368095,DEM,30.05.2001
348,Форинт,0.0182346,HUF,30.05.2001
352,Ісландські крони,0.052489,ISK,30.05.2001
380,Італійські ліpи,0.00239202,ITL,30.05.2001
392,Єна,0.0450194,JPY,30.05.2001
398,Теньге,0.037069,KZT,30.05.2001
428,Лати Латвії,8.515409,LVL,30.05.2001
440,Литовські лити,1.35395,LTL,30.05.2001
498,Молдовський лей,0.416469,MDL,30.05.2001
528,Голандські гульдени,2.101725,NLG,30.05.2001
578,Норвезька крона,0.587281,NOK,30.05.2001
702,Сінгапурський долар,2.997988,SGD,30.05.2001
703,Словацькі крони,0.107867,SKK,30.05.2001
724,Іспанскі пессети,0.0278364,ESP,30.05.2001
752,Шведська крона,0.512628,SEK,30.05.2001
756,Швейцарський франк,3.035119,CHF,30.05.2001
792,Турецькі ліри,4.84e-06,TRL,30.05.2001
795,Манати Туркменії,0.0010415,TMM,30.05.2001
826,Фунт стерлінгів,7.678369,GBP,30.05.2001
840,Долар США,5.4158,USD,30.05.2001
860,Узбецький сум,0.015245,UZS,30.05.2001
960,СПЗ(спец.права запозичення),6.800505,XDR,30.05.2001
974,Бiлоруський рубль,0.00396,BYR,30.05.2001
978,Євро,4.631592,EUR,30.05.2001
985,Злотий,1.341363,PLN,30.05.2001
300,Грецькі драхми,0.0135923,GRD,30.05.2001
372,Ірландські фунти,5.880909,IEP,30.05.2001
620,Португальські ескудо,0.0023102,PTE,30.05.2001
810,Російські рублі,0.18611,RUR,30.05.2001
959,Золото,1498.281,XAU,30.05.2001
961,Срiбло,24.479,XAG,30.05.2001
962,Платина,3357.796,XPT,30.05.2001
964,Паладiй,3601.507,XPD,30.05.2001
31,Азербайджанський манат,0.00117085,AZM,31.05.2001
36,Австралійський долар,2.779541,AUD,31.05.2001
40,Австрійський шилінг,0.33679,ATS,31.05.2001
56,Бельгійський франк,0.114882,BEF,31.05.2001
124,Канадський долар,3.512451,CAD,31.05.2001
203,Чеська крона,0.135761,CZK,31.05.2001
